"year","name","college","pos","height_in","weight_lbs","wonderlic","x40_yard","bench_press","vert_leap_in","broad_jump_in","shuttle","x3cone"
2012,"Gerell Robinson","Arizona State","WR",75.13,227,NA,4.54,NA,35.5,113,4.15,9.99
2012,"Josh Robinson","Central Florida","CB",70.13,199,NA,4.29,17,38.5,133,3.97,6.55
2012,"Keenan Robinson","Texas","ILB",75,242,NA,4.72,27,35.5,120,9.99,9.99
2012,"Trenton Robinson","Michigan State","FS",69.75,195,NA,4.46,15,35,125,4.15,9.99
2012,"James Rodgers","Oregon State","WR",66.75,184,NA,4.61,19,37,115,4.23,9.99
2012,"Evan Rodriguez","Temple","FB",74,239,NA,4.53,18,36,119,4.28,6.94
2012,"Brett Roy","Nevada","DT",74.88,275,NA,5,32,30.5,108,4.62,7.31
2012,"Zebrie Sanders","Florida State","OT",77.63,320,NA,5.33,28,27,100,4.99,8.15
2012,"Mohamed Sanu","Rutgers","WR",73.5,211,NA,4.62,19,36,126,4.22,6.88
2012,"Quentin Saulsberry","Mississippi State","C",74,304,NA,5.28,26,22,90,4.99,8.19
2012,"Mitchell Schwartz","California","OT",77.38,318,NA,5.38,23,26.5,89,4.87,7.86
2012,"Darrell Scott","South Florida","RB",72.13,231,NA,4.68,NA,31.5,NA,9.99,9.99
2012,"Coty Sensabaugh","Clemson","CB",71.25,189,NA,4.33,15,37,122,4.06,6.6
2012,"Derrick Shelby","Utah","DE",74.88,266,NA,4.87,26,35.5,116,4.5,7.09
2012,"Amini Silatolu","Midwestern State (TX)","OG",75.63,311,NA,5.33,28,31.5,107,4.87,7.95
2012,"Harrison Smith","Notre Dame","SS",73.88,213,NA,4.54,19,34,122,4.12,6.63
2012,"Jacquies Smith","Missouri","DE",74.63,253,NA,4.75,21,31.5,110,4.31,7.25
2012,"Michael Smith","Utah State","RB",69,207,NA,4.36,NA,NA,NA,9.99,9.99
2012,"Scott Solomon","Rice (TX)","DE",75,262,NA,4.88,34,35,124,4.25,7.17
2012,"Sean Spence","Miami (FL)","OLB",71.38,231,NA,4.66,12,33.5,119,4.28,7.46
2012,"Ryan Steed","Furman (SC)","CB",70.5,195,NA,4.64,12,34,121,4.22,6.94
2012,"Donald Stephenson","Oklahoma","OT",77.5,312,NA,4.94,19,35.5,114,4.78,7.52
2012,"Devon Still","Penn State","DT",76.88,303,NA,5.01,26,29.5,NA,9.99,9.99
2012,"Tommy Streeter","Miami (FL)","WR",76.88,219,NA,4.37,17,33,125,9.99,7.08
2012,"Nathan Stupar","Penn State","OLB",73.63,241,NA,4.65,21,31,116,4.28,6.84
2012,"J.R. Sweezy","North Carolina State","DT",76.75,298,NA,4.97,21,36,113,4.41,7.4
2012,"Alameda Ta'amu","Washington","DT",74.5,348,NA,5.3,35,26,103,9.99,9.99
2012,"Ryan Tannehill","Texas A&M","QB",75.88,221,34,4.65,NA,NA,NA,9.99,9.99
2012,"Brandon Taylor","Louisiana State","SS",71.25,209,NA,4.52,NA,33.5,118,4.37,7.32
2012,"Darron Thomas","Oregon","QB",74.63,220,NA,4.77,14,36,121,4.28,7.17
2012,"Johnny Thomas","Oklahoma State","SS",70.38,206,NA,4.57,20,35.5,123,4.25,7.01
2012,"Phillip Thomas","Syracuse","FS",70.63,198,NA,4.68,14,33,122,9.99,9.99
2012,"Brandon Thompson","Clemson","DT",74,314,NA,5.2,35,31,100,4.71,7.97
2012,"Christian Thompson","South Carolina State","FS",73,211,NA,4.42,18,31.5,122,4.13,7.33
2012,"Andrew Tiller","Syracuse","OG",76.38,324,NA,5.44,16,23,85,4.8,7.92
2012,"Nick Toon","Wisconsin","WR",73.88,215,NA,4.49,18,37.5,NA,9.99,9.99
2012,"Danny Trevathan","Kentucky","OLB",72.25,237,NA,4.75,18,31.5,111,9.99,9.99
2012,"Johnnie Troutman","Penn State","OG",75.88,325,NA,5.52,31,27.5,NA,5,7.96
2012,"Christian Tupou","Southern California","DT",74.25,289,NA,5.38,30,24,92,4.87,8.07
2012,"Robert Turbin","Utah State","RB",70,222,NA,4.42,28,36,122,4.31,7.16
2012,"Marc Tyler","Southern California","RB",70.63,219,NA,4.7,19,30.5,110,9.99,9.99
2012,"DeAngelo Tyson","Georgia","DT",74.25,315,NA,5.04,NA,NA,NA,9.99,9.99
2012,"Courtney Upshaw","Alabama","DE",73.63,272,NA,4.76,22,NA,NA,9.99,9.99
2012,"Olivier Vernon","Miami (FL)","DE",74.13,261,NA,4.73,31,34.5,122,4.5,7.39
2012,"Trevin Wade","Arizona","CB",70,192,NA,4.52,18,34.5,116,4,6.87
2012,"Bobby Wagner","Utah State","OLB",73,241,NA,4.46,NA,NA,NA,9.99,9.99
2012,"Dustin Waldron","Portland State (OR)","OT",77,305,NA,5.23,29,26,103,4.75,7.93
2012,"Blair Walsh","Georgia","K",69.25,187,NA,4.96,NA,NA,NA,9.99,9.99
2012,"Brandon Washington","Miami (FL)","OG",74.88,320,NA,5.14,28,25,101,4.87,8.22
2012,"Rokevious Watkins","South Carolina","OG",75.75,338,NA,5.29,NA,27,102,4.9,7.87
2012,"Brandon Weeden","Oklahoma State","QB",75.5,221,27,4.89,NA,NA,NA,9.99,9.99
2012,"Corey White","Samford (AL)","SS",73,206,NA,4.53,15,37.5,126,4.22,6.72
2012,"Jordan White","Western Michigan","WR",71.75,208,NA,4.63,14,35,119,4.13,6.84
2012,"Tahir Whitehead","Temple","OLB",73.25,233,NA,4.62,21,37,124,4.37,7.14
2012,"Foswhitt Whittaker","Texas","RB",69,193,NA,4.49,20,NA,NA,9.99,9.99
2012,"Kyle Wilber","Wake Forest","OLB",76,249,NA,4.73,25,33.5,117,4.31,7.11
2012,"David Wilson","Virginia Tech","RB",70,206,NA,4.38,NA,41,132,4.12,7.09
2012,"Russell Wilson","Wisconsin","QB",70.63,204,28,4.53,NA,34,118,4.09,6.97
2012,"Billy Winn","Boise State","DE",76,294,NA,4.86,24,27,107,4.44,7.37
2012,"Patrick Witt","Yale","QB",76,225,NA,5.08,NA,31.5,101,4.37,7.14
2012,"Derek Wolfe","Cincinnati","DT",77.13,295,NA,4.93,33,33.5,108,4.44,7.26
2012,"Jerel Worthy","Michigan State","DT",74,308,NA,5,NA,28.5,107,4.56,7.6
2012,"Jarius Wright","Arkansas","WR",69.63,182,NA,4.39,11,38,120,4.03,6.93
2012,"Kendall Wright","Baylor","WR",70.25,196,NA,4.49,NA,38.5,121,4.18,6.93
2012,"Devon Wylie","Frenso State (CA)","WR",69,187,NA,4.36,17,39,123,9.99,9.99
2012,"Desmond Wynn","Rutgers","OG",77.5,303,NA,4.98,28,32.5,NA,9.99,9.99
2012,"Kevin Zeitler","Wisconsin","OG",76,314,NA,5.32,32,29,101,4.61,7.77
2012,"Greg Zuerlein","Missouri Western","K",73,187,NA,4.86,NA,NA,NA,9.99,9.99
2012,"Markus Zusevics","Iowa","OT",77,303,NA,5.08,NA,NA,NA,9.99,9.99
NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Oday Aboushi","Virginia","OT",77.38,308,NA,5.45,17,23.5,100,4.84,7.92
2013,"Johnny Adams","Michigan State","CB",70.25,185,NA,4.48,16,NA,NA,9.99,9.99
2013,"Robert Alford","Southeast Louisiana","CB",70.13,188,NA,4.39,17,40,132,4.23,6.89
2013,"Zach Allen","North Carolina State","OG",73.75,332,NA,5.43,32,NA,NA,9.99,9.99
2013,"David Amerson","North Carolina State","CB",73,205,NA,4.44,15,35.5,127,9.99,9.99
2013,"C.J. Anderson","California","RB",68.13,224,NA,4.6,17,32,119,4.12,7.15
2013,"Ezekial Ansah","Brigham Young","DE",77.25,271,NA,4.63,21,34.5,118,4.26,7.11
2013,"Marc Anthony","California","CB",71.38,196,NA,4.63,12,35,118,4.07,6.74
2013,"Terron Armstead","Arkansas-Pine Bluff","OT",76.75,306,27,4.71,31,34.5,112,4.72,7.62
2013,"Tavon Austin","West Virginia","WR",68.5,174,7,4.34,14,32,120,4.01,9.99
2013,"Jeff Baca","UCLA","OG",75.38,302,34,5.03,NA,26.5,NA,4.44,7.26
2013,"Alvin Bailey","Arkansas","OG",75.13,312,NA,4.95,27,NA,NA,9.99,9.99
2013,"Stedman Bailey","West Virginia","WR",70.25,193,NA,4.52,11,34.5,117,4.09,6.81
2013,"David Bakhtiari","Colorado","OT",76.25,299,NA,5.18,28,25.5,101,4.74,7.7
2013,"Montee Ball","Wisconsin","RB",70.5,214,NA,4.66,15,32,118,4.4,6.88
2013,"Johnthan Banks","Mississippi State","CB",74,185,NA,4.61,10,34,125,4.27,6.97
2013,"Chris Barker","Nevada","OG",74.63,305,NA,5.25,29,27.5,99,4.77,8.09
2013,"Matt Barkley","Southern California","QB",74,230,30,4.91,NA,NA,NA,9.99,9.99
2013,"Kenjon Barner","Oregon","RB",69.25,196,NA,4.52,20,35.5,122,4.2,6.87
2013,"T.J. Barnes","Georgia Tech","DT",78.25,369,NA,5.3,25,22,97,4.96,8.26
2013,"Sam Barrington","South Florida","ILB",72.88,246,NA,4.91,22,32.5,117,9.99,9.99
2013,"David Bass","Missouri Western","DE",75.88,262,NA,4.84,20,30.5,111,4.33,7.07
2013,"Steve Beauharnais","Rutgers","ILB",72.88,240,NA,4.84,19,33,118,4.2,6.99
2013,"Nick Becton","Virginia Tech","OT",77.25,323,NA,5.2,19,29.5,109,4.57,7.77
2013,"Le'Veon Bell","Michigan State","RB",73.38,230,NA,4.6,24,31.5,118,4.24,6.75
2013,"Giovani Bernard","North Carolina","RB",68.38,202,25,4.53,19,33.5,122,4.12,6.91
2013,"Tommy Bohanon","Wake Forest","FB",73,246,NA,4.88,36,35,119,4.42,7.27
2013,"Travis Bond","North Carolina","OG",77.88,329,NA,5.27,22,22.5,98,4.96,7.85
2013,"Alan Bonner","Jacksonville State (AL)","WR",70.25,193,NA,4.59,14,33,117,4.15,9.99
2013,"Zach Boren","Ohio State","FB",71.5,238,NA,5,15,32,109,4.44,7.28
2013,"Jon Bostic","Florida","ILB",72.88,245,23,4.61,22,32.5,118,4.24,6.99
2013,"Josh Boyce","Texas Christian","WR",71.13,206,NA,4.38,22,34,131,4.1,6.68
2013,"Josh Boyd","Mississippi State","DT",74.63,310,NA,5.14,32,26.5,104,4.64,7.16
2013,"John Boyett","Oregon","FS",69.88,204,NA,4.64,27,NA,NA,9.99,9.99
2013,"Tyler Bray","Tennessee","QB",78.13,232,24,5.05,NA,NA,100,4.51,7.2
2013,"Dylan Breeding","Arkansas","P",73.25,213,NA,4.74,11,29,110,9.99,9.99
2013,"Arthur Brown","Kansas State","OLB",72.38,241,20,4.62,NA,NA,116,9.99,9.99
2013,"Braden Brown","Brigham Young","OT",77.38,310,NA,5.2,26,28,100,4.7,7.43
2013,"Armonty Bryant","East Central (OK)","DE",75.88,263,NA,4.86,NA,31.5,118,5,7.32
2013,"Michael Buchanan","Illinois","DE",77.38,255,NA,4.78,22,33,113,4.44,6.91
2013,"Rex Burkhead","Nebraska","RB",70.25,214,NA,4.73,21,39,125,4.09,6.85
2013,"Adrian Bushell","Louisville","CB",69.38,186,NA,4.58,17,33,116,4.25,6.92
2013,"Colby Cameron","Louisiana Tech","QB",74.13,212,NA,4.78,NA,30.5,112,4.28,6.98
2013,"Cornellius Carradine","Florida State","DE",76.13,276,NA,4.75,28,NA,NA,9.99,9.99
2013,"Braxston Cave","Notre Dame","C",75.25,303,NA,5.33,NA,25.5,98,4.71,7.81
2013,"Emmett Cleary","Boston College","OT",78.88,316,NA,5.21,24,28.5,108,4.7,7.81
2013,"Jamie Collins","Southern Mississippi","OLB",75.5,250,17,4.64,19,41.5,139,4.32,7.1
2013,"Sanders Commings","Georgia","CB",72.13,216,22,4.41,NA,34.5,117,4.3,7.1
2013,"Jonathan Cooper","North Carolina","OG",74.13,311,34,5.07,35,27,108,4.84,7.78
2013,"Justice Cunningham","South Carolina","TE",74.63,258,NA,4.94,NA,31.5,116,4.45,7.12
2013,"Johnathan Cyprien","Florida International","SS",72.25,217,NA,4.56,NA,38.5,NA,9.99,9.99
2013,"Knile Davis","Arkansas","RB",71.38,227,NA,4.37,31,33.5,121,4.38,6.96
2013,"Marcus Davis","Virginia Tech","WR",75,233,NA,4.56,19,39.5,120,9.99,7.15
2013,"Will Davis","Utah State","CB",71.25,186,NA,4.51,16,35.5,127,4.02,6.52
2013,"Everett Dawkins","Florida State","DT",74.13,292,NA,5.06,23,30,103,4.88,7.61
2013,"Jordan Devey","Memphis","OT",78.63,317,NA,5.25,21,24,98,4.77,7.91
2013,"Zac Dysert","Miami (OH)","QB",75,227,24,4.81,NA,NA,NA,9.99,9.99
2013,"Lavar Edwards","Louisiana State","DE",76,277,NA,4.8,NA,33,119,4.51,7.03
2013,"Mike Edwards","Hawaii","CB",69,189,NA,4.56,14,36,124,4.18,6.94
2013,"Tyler Eifert","Notre Dame","TE",77.5,250,23,4.68,22,35.5,119,4.32,6.92
2013,"Matt Elam","Florida","FS",69.88,208,19,4.5,17,35.5,118,9.99,9.99
2013,"Andre Ellington","Clemson","RB",69.25,199,NA,4.61,NA,34,122,9.99,9.99
2013,"Zach Ertz","Stanford","TE",77,249,26,4.76,24,30.5,111,4.47,7.08
2013,"Gavin Escobar","San Diego State","TE",77.88,254,28,4.84,NA,32,114,4.31,7.07
2013,"Josh Evans","Florida","FS",73.13,207,NA,4.58,NA,34.5,123,4.1,6.64
2013,"Chris Faulk","Louisiana State","OT",77.5,331,NA,5.08,25,NA,NA,9.99,9.99
2013,"Joseph Fauria","UCLA","TE",79.38,259,NA,4.82,17,NA,NA,9.99,9.99
2013,"Eric Fisher","Central Michigan","OT",79.25,306,23,5.05,27,28.5,116,4.44,7.59
2013,"Sharrif Floyd","Florida","DT",74.63,297,NA,4.92,NA,30,106,4.75,7.4
2013,"D.J. Fluker","Alabama","OT",76.63,339,NA,5.31,21,NA,NA,9.99,9.99
2013,"Manase Foketi","West Texas A&M","OT",76.75,318,NA,5.3,25,23.5,102,5.06,8.11
2013,"Michael Ford","Louisiana State","RB",69.5,210,NA,4.5,25,38.5,130,4.25,6.87
2013,"Reid Fragel","Ohio State","OT",79.63,308,NA,5.14,33,30,113,4.68,7.62
2013,"Johnathan Franklin","UCLA","RB",70,205,NA,4.49,18,31.5,115,4.31,6.89
2013,"Travis Frederick","Wisconsin","C",75.63,312,NA,5.58,21,28.5,97,4.76,7.81
2013,"Corey Fuller","Virginia Tech","WR",74.25,204,NA,4.43,12,31.5,120,9.99,9.99
2013,"Matt Furstenburg","Maryland","TE",75.63,242,NA,4.62,18,35.5,115,4.35,7.09
2013,"Rogers Gaines","Tennessee State","OT",78.25,334,NA,5.24,28,23,NA,5.24,9.99
2013,"Kwame Geathers","Georgia","DT",77.38,342,NA,5.44,NA,26.5,96,5.27,8.11
2013,"William Gholston","Michigan State","DE",78.25,281,NA,4.96,23,28.5,110,4.59,7.2
2013,"Garrett Gilkey","Chadron State (NE)","OG",77.88,318,NA,5.33,28,30,108,4.75,7.65
2013,"Mike Gillislee","Florida","RB",71.13,208,NA,4.55,15,30.5,119,4.4,7.12
2013,"Mike Glennon","North Carolina State","QB",79.13,225,26,4.94,NA,26.5,102,4.52,7.49
2013,"Tyrone Goard","Eastern Kentucky","WR",75.75,205,NA,4.5,10,36,123,4.39,6.9
2013,"Zaviar Gooden","Missouri","OLB",73.5,234,25,4.47,27,34,131,4.18,6.71
2013,"Malliciah Goodman","Clemson","DE",75.63,276,NA,4.87,26,31.5,114,9.99,9.99
2013,"Marquise Goodwin","Texas","WR",68.88,183,NA,4.27,13,NA,132,9.99,9.99
2013,"Chris Gragg","Arkansas","TE",74.75,244,NA,4.5,18,37.5,125,4.51,7.08
2013,"Ray Graham","Pittsburgh","RB",69.13,199,NA,4.8,18,32.5,112,4.21,7.17
2013,"Dwayne Gratz","Connecticut","CB",71.13,201,NA,4.47,22,38,125,4.15,6.7
2013,"MarQueis Gray","Minnesota","TE",75.25,240,NA,4.73,15,30,111,4.3,7.25
2013,"Khaseem Greene","Rutgers","OLB",72.75,241,NA,4.71,17,30,116,4.2,7.58
2013,"Cory Grissom","South Florida","DT",73.38,306,NA,5.31,22,27.5,97,4.81,7.79
2013,"Cobi Hamilton","Arkansas","WR",73.75,212,NA,4.56,11,29.5,107,4.31,9.99
2013,"Johnathan Hankins","Ohio State","DT",74.88,320,NA,5.31,NA,26,104,4.61,7.59
2013,"Chris Harper","Kansas State","WR",72.75,229,33,4.55,20,35.5,116,4.39,6.89
2013,"D.J. Harper","Boise State","RB",69.13,211,NA,4.52,23,33.5,120,4.35,7.07
2013,"Montel Harris","Temple","RB",68.25,208,NA,4.68,19,32.5,113,4.18,6.95
2013,"Mark Harrison","Rutgers","WR",74.88,231,NA,4.46,17,38.5,129,4.33,6.99
2013,"Tanner Hawkinson","Kansas","OT",77.25,298,NA,5.07,NA,28.5,112,4.51,7.52
2013,"Terry Hawthorne","Illinois","CB",71.75,195,NA,4.44,13,35.5,116,9.99,9.99
2013,"Brandon Hepburn","Florida A&M","ILB",74.5,240,NA,4.68,21,32,124,4.55,7.4
2013,"Eric Herman","Ohio","OG",76.13,320,NA,5.25,36,28,95,5.09,7.99
2013,"Aaron Hester","UCLA","CB",73.63,198,NA,4.62,NA,29,112,4.33,7.26
2013,"Jordan Hill","Penn State","DT",73.25,303,NA,5.23,28,22.5,103,4.51,7.49
2013,"Gerald Hodges","Penn State","OLB",73,243,NA,4.78,22,NA,119,9.99,9.99
2013,"DeVonte Holloman","South Carolina","OLB",73.38,243,NA,4.76,15,33,113,4.26,7.3
2013,"DeAndre Hopkins","Clemson","WR",73,214,NA,4.57,15,36,115,4.5,9.99
2013,"Dustin Hopkins","Florida State","K",74,193,NA,4.74,NA,33.5,116,9.99,9.99
2013,"Josh Hubner","Arizona State","P",75.63,232,NA,5.06,13,NA,NA,9.99,9.99
2013,"Montori Hughes","Tennessee-Martin","DT",76,329,NA,5.23,22,26.5,104,4.7,7.85
2013,"Margus Hunt","Southern Methodist (TX)","DE",80.13,277,NA,4.62,38,34.5,121,4.51,7.07
2013,"Justin Hunter","Tennessee","WR",76,196,12,4.44,NA,39.5,136,4.33,9.99
2013,"Micah Hyde","Iowa","CB",71.75,197,NA,4.56,12,33,121,4.2,6.78
2013,"Luke Ingram","Hawaii","LS",77,258,NA,5.05,24,NA,106,9.99,9.99
2013,"Mark Jackson","Glenville State (WV)","OG",77.38,328,NA,5.65,20,20.5,91,5.03,8.07
2013,"Mike James","Miami (FL)","RB",70.5,223,NA,4.53,28,35,115,4.62,9.99
2013,"Jawan Jamison","Rutgers","RB",67.38,203,NA,4.68,20,29,110,9.99,9.99
2013,"Stefphon Jefferson","Nevada","RB",70.5,213,NA,4.68,15,31,117,4.44,6.97
2013,"Tony Jefferson","Oklahoma","FS",70.75,213,NA,4.75,16,NA,NA,9.99,9.99
2013,"Brandon Jenkins","Florida State","OLB",74.5,251,NA,4.69,18,NA,NA,9.99,9.99
2013,"Jelani Jenkins","Florida","OLB",72.5,243,NA,4.54,27,NA,NA,9.99,9.99
2013,"John Jenkins","Georgia","DT",75.63,346,NA,5.21,30,NA,NA,9.99,9.99
2013,"Luke Joeckel","Texas A&M","OT",78,306,28,5.3,27,28.5,106,4.68,7.4
2013,"Darius Johnson","Southern Methodist (TX)","WR",69,179,NA,4.6,6,32,109,4.53,9.99
2013,"Josh Johnson","Purdue","CB",69.38,199,NA,4.65,16,35,114,4.25,6.99
2013,"Keelan Johnson","Arizona State","SS",71.63,209,NA,4.54,12,36.5,125,4.07,6.77
2013,"Lane Johnson","Oklahoma","OT",78,303,28,4.72,28,34,118,4.52,7.31
2013,"Oscar Johnson","Louisiana Tech","OT",77.25,331,NA,5.49,NA,22,88,5.06,8.06
2013,"T.J. Johnson","South Carolina","C",76.25,310,NA,5.33,32,25.5,96,4.74,7.83
2013,"Jamaal Johnson-Webb","Alabama A&M","OG",77,313,NA,5.37,17,23,92,4.74,8.12
2013,"Abry Jones","Georgia","DT",75.38,313,NA,5.06,30,26.5,101,9.99,9.99
2013,"Chris Jones","Bowling Green (OH)","DT",73.63,302,NA,5.33,30,24.5,106,4.44,7.44
2013,"Datone Jones","UCLA","DE",75.88,283,NA,4.8,29,31.5,112,4.32,7.32
2013,"Jarvis Jones","Georgia","OLB",75,241,13,4.74,NA,NA,NA,9.99,9.99
2013,"Landry Jones","Oklahoma","QB",76.13,225,28,5.11,NA,31,115,4.3,7.12
2013,"Dion Jordan","Oregon","DE",78.25,248,NA,4.6,NA,32.5,122,4.35,7.02
2013,"Nick Kasa","Colorado","TE",77.88,269,NA,4.71,22,31.5,113,9.99,9.99
2013,"Brandon Kaufman","Eastern Washington","WR",77,216,NA,4.67,9,33.5,115,4.44,7.11
2013,"Travis Kelce","Cincinnati","TE",77,257,22,4.63,NA,NA,NA,9.99,9.99
2013,"Tavarres King","Georgia","WR",72.25,189,NA,4.47,11,36.5,123,4.33,6.91
2013,"A.J. Klein","Iowa State","ILB",73.25,250,NA,4.66,20,NA,113,9.99,9.99
2013,"Collin Klein","Kansas State","QB",76.88,226,NA,4.78,NA,29,111,4.4,7.17
2013,"Joe Kruger","Utah","DE",78.25,269,NA,4.83,24,34,117,4.46,7.17
2013,"Edmond Kugbila","Valdosta State (GA)","OG",76.13,317,NA,5.31,23,22.2,105,4.65,7.72
2013,"Eddie Lacy","Alabama","RB",73,220,17,4.55,NA,NA,NA,9.99,9.99
2013,"Marcus Lattimore","South Carolina","RB",71,219,18,4.65,NA,NA,NA,9.99,9.99
2013,"Alec Lemon","Syracuse","WR",73.25,202,NA,4.59,7,32,112,4.29,7.04
2013,"Corey Lemonier","Auburn","DE",75.38,255,NA,4.6,27,33,119,4.4,7.14
2013,"Robert Lester","Alabama","SS",73.25,220,NA,4.66,NA,33.5,117,9.99,9.99
2013,"Zach Line","Southern Methodist (TX)","FB",72.5,232,NA,4.77,26,30.5,111,9.99,9.99
2013,"Bennie Logan","Louisiana State","DT",73.88,309,NA,5.08,30,25,104,4.67,7.53
2013,"P.J. Lonergan","Louisiana State","C",75.25,304,NA,5.38,25,NA,NA,9.99,9.99
2013,"Kyle Long","Oregon","OT",78.13,313,29,4.94,NA,28,107,4.63,7.83
2013,"John Lotulelei","Nevada Las Vegas","OLB",71.38,233,NA,4.84,25,35.5,117,4.3,6.91
2013,"Star Lotulelei","Utah","DT",76,320,NA,5.14,NA,NA,NA,9.99,9.99
2013,"Philip Lutzenkirchen","Auburn","TE",75.25,258,NA,4.94,21,30.5,112,4.35,7.15
2013,"Joe Madsen","West Virginia","C",75.38,310,NA,5.2,25,25,98,4.83,7.6
2013,"Lamar Mady","Youngstown State (OH)","OG",74,317,NA,5.48,35,23,95,4.82,8.07
2013,"Brandon Magee","Arizona State","OLB",71,223,NA,4.74,NA,NA,114,9.99,9.99
2013,"E.J. Manuel","Florida State","QB",76.63,237,28,4.65,NA,34,118,4.21,7.08
2013,"Stansly Maponga","Texas Christian","DE",73.88,256,NA,4.78,30,NA,NA,9.99,9.99
2013,"Luke Marquardt","Azusa Pacific (CA)","OT",80.5,315,NA,5.34,31,NA,NA,9.99,9.99
2013,"Tyrann Mathieu","Louisiana State","CB",68.75,186,NA,4.5,4,34,117,4.14,6.87
2013,"Michael Mauti","Penn State","OLB",73.88,243,NA,4.83,28,NA,NA,9.99,9.99
2013,"Miguel Maysonet","Stony Brook (NY)","RB",69,209,NA,4.54,20,NA,NA,4.43,7.21
2013,"Onterio McCalebb","Auburn","RB",70.25,168,NA,4.34,NA,34,121,9.99,9.99
2013,"Demetrius McCray","Appalachian State (NC)","CB",72.88,187,NA,4.54,4,36,126,4.32,7.17
2013,"T.J. McDonald","Southern California","FS",74.5,219,NA,4.59,19,40,131,4.2,6.89
2013,"Vance McDonald","Rice (TX)","TE",76.13,267,30,4.69,31,33.5,119,4.53,7.08
2013,"Bradley McDougald","Kansas","FS",72.25,215,NA,4.74,19,34.5,122,4.44,7.07
2013,"Leon McFadden","San Diego State","CB",69.63,193,NA,4.54,10,34.5,119,4.27,6.81
2013,"Brandon McGee","Miami (FL)","CB",71,193,NA,4.4,14,33.5,119,4.18,6.71
2013,"Aaron Mellette","Elon (NC)","WR",74.38,217,NA,4.54,9,33.5,123,4.41,7.11
2013,"Christine Michael","Texas A&M","RB",70,220,11,4.54,27,43,125,4.02,6.69
2013,"Rontez Miles","California (PA)","FS",71.63,203,NA,4.62,NA,36.5,123,4.27,6.97
2013,"Stephane Milhim","Massachusetts","OT",75.75,314,NA,5.23,NA,28.5,104,4.87,9.99
2013,"Dee Milliner","Alabama","CB",71.88,201,NA,4.37,NA,36,122,4.32,6.95
2013,"Jordan Mills","Louisiana Tech","OT",77,316,NA,5.37,20,28.5,101,4.88,8.1
2013,"Barkevious Mingo","Louisiana State","OLB",76.25,241,NA,4.58,NA,37,128,4.39,6.84
2013,"Kevin Minter","Louisiana State","ILB",71.75,246,NA,4.81,25,33,119,9.99,9.99
2013,"T.J. Moe","Missouri","WR",71.5,204,NA,4.74,26,36,120,3.96,6.53
2013,"Sam Montgomery","Louisiana State","DE",75.25,262,24,4.81,NA,34.5,114,4.51,7.18
2013,"Nick Moody","Florida State","OLB",73,236,NA,4.71,17,NA,118,9.99,9.99
2013,"Damontre Moore","Texas A&M","DE",76.5,250,18,4.95,12,35.5,122,9.99,9.99
2013,"Sio Moore","Connecticut","OLB",72.75,245,NA,4.65,29,38,127,4.31,7.49
2013,"Zeke Motta","Notre Dame","FS",74.25,213,NA,4.83,11,35.5,126,4.16,6.75
2013,"Ryan Nassib","Syracuse","QB",74.13,227,41,5.06,NA,28.5,105,4.53,7.34
2013,"Alec Ogletree","Georgia","OLB",74.5,242,16,4.7,20,33.5,122,4.39,7.16
2013,"Alex Okafor","Texas","DE",76.5,264,NA,4.78,21,NA,NA,9.99,9.99
2013,"Vinston Painter","Virginia Tech","OT",76.25,306,NA,4.95,32,30.5,97,4.56,7.71
2013,"Chris Pantale","Boston College","TE",77.13,254,NA,4.99,17,33.5,110,4.5,7.48
2013,"Cordarrelle Patterson","Tennessee","WR",73.88,216,11,4.42,NA,37,128,9.99,9.99
2013,"Quinton Patton","Louisiana Tech","WR",72,204,NA,4.53,8,33,118,4.01,6.91
2013,"Sean Porter","Texas A&M","OLB",73.25,229,NA,4.75,22,35,119,9.99,9.99
2013,"Keith Pough","Howard (DC)","OLB",73.75,239,NA,4.9,17,33,118,4.47,7.28
2013,"Ty Powell","Harding (AR)","OLB",74.13,249,NA,4.64,28,37,122,4.4,6.98
2013,"Jordan Poyer","Oregon State","CB",71.88,191,NA,4.54,8,30.5,118,4.18,6.87
2013,"Lonnie Pryor","Florida State","FB",71.38,227,NA,4.7,17,30,114,4.55,7.28
2013,"Justin Pugh","Syracuse","OG",76.5,307,NA,5.14,NA,28.5,103,4.63,7.45
2013,"David Quessenberry","San Jose State","OT",76.88,302,NA,5.08,25,29.5,112,4.45,7.49
2013,"Bacarri Rambo","Georgia","FS",72.5,211,20,4.56,17,NA,NA,9.99,9.99
2013,"Joseph Randle","Oklahoma State","RB",72,204,NA,4.63,NA,35,123,9.99,9.99
2013,"Kevin Reddick","North Carolina","ILB",73.38,243,NA,4.72,23,NA,113,9.99,9.99
2013,"Jordan Reed","Florida","TE",74.5,236,NA,4.72,16,NA,NA,9.99,9.99
2013,"Eric Reid","Louisiana State","FS",73.25,213,29,4.53,17,40.5,134,4.22,6.99
2013,"Greg Reid","Valdosta State (GA)","CB",68.25,190,NA,4.46,10,NA,NA,9.99,9.99
2013,"Xavier Rhodes","Florida State","CB",73.5,210,NA,4.43,14,40.5,132,9.99,9.99
2013,"Sheldon Richardson","Missouri","DT",74.5,294,9,5.02,30,32,116,9.99,9.99
2013,"Theo Riddick","Notre Dame","RB",70.13,201,NA,4.68,NA,32,118,9.99,9.99
